phi0,phi1,phi2,phi3,phi4,phi5,phi6,classe
0.000160963,2.59E-08,7.03E-12,7.03E-12,4.95E-23,1.13E-15,-4.95E-23,6
0.000140881,1.98E-08,4.63E-12,4.63E-12,2.14E-23,6.52E-16,-2.14E-23,6
0.000133679,1.79E-08,1.56E-12,1.56E-12,2.43E-24,2.08E-16,-2.43E-24,6
0.000150076,2.25E-08,4.40E-12,4.40E-12,1.94E-23,6.61E-16,-1.94E-23,6
0.000151708,2.30E-08,4.90E-12,4.90E-12,2.40E-23,7.44E-16,-2.40E-23,6
0.000158941,2.53E-08,1.36E-11,1.36E-11,1.86E-22,2.17E-15,-1.86E-22,6
0.000170828,2.92E-08,8.13E-13,8.13E-13,6.60E-25,1.39E-16,-6.60E-25,6
0.000162357,2.64E-08,1.29E-11,1.29E-11,1.67E-22,2.10E-15,-1.67E-22,6
0.000176246,3.11E-08,1.30E-11,1.30E-11,1.70E-22,2.29E-15,-1.70E-22,6
0.00015205,2.31E-08,9.38E-12,9.38E-12,8.80E-23,1.43E-15,-8.80E-23,6
0.00015002,2.25E-08,3.09E-12,3.09E-12,9.53E-24,4.63E-16,-9.53E-24,6
0.000152862,2.34E-08,1.11E-11,1.11E-11,1.24E-22,1.70E-15,-1.24E-22,6
0.000156926,2.46E-08,8.18E-12,8.18E-12,6.69E-23,1.28E-15,-6.69E-23,6
0.0001382,1.91E-08,1.43E-12,1.43E-12,2.05E-24,1.98E-16,-2.05E-24,6
0.000145025,2.10E-08,2.31E-12,2.31E-12,5.35E-24,3.36E-16,-5.35E-24,6
0.000152752,2.33E-08,2.44E-13,2.44E-13,5.95E-26,3.73E-17,-5.95E-26,6
0.000144253,2.08E-08,1.86E-12,1.86E-12,3.46E-24,2.68E-16,-3.46E-24,6
0.000158757,2.52E-08,8.13E-12,8.13E-12,6.60E-23,1.29E-15,-6.60E-23,6
0.000139371,1.94E-08,3.30E-12,3.30E-12,1.09E-23,4.60E-16,-1.09E-23,6
0.00018591,3.46E-08,2.43E-11,2.43E-11,5.91E-22,4.52E-15,-5.91E-22,6
0.000125236,1.57E-08,5.49E-13,5.49E-13,3.02E-25,6.88E-17,-3.02E-25,6
0.000137196,1.88E-08,2.22E-12,2.22E-12,4.91E-24,3.04E-16,-4.91E-24,6
0.000146072,2.13E-08,1.62E-12,1.62E-12,2.62E-24,2.36E-16,-2.62E-24,6
0.000151949,2.31E-08,3.05E-12,3.05E-12,9.30E-24,4.63E-16,-9.30E-24,6
0.000146231,2.14E-08,5.38E-12,5.38E-12,2.89E-23,7.87E-16,-2.89E-23,6
0.000139175,1.94E-08,2.76E-13,2.76E-13,7.59E-26,3.83E-17,-7.59E-26,6
0.000148585,2.21E-08,3.20E-12,3.20E-12,1.02E-23,4.75E-16,-1.02E-23,6
0.000142637,2.03E-08,4.38E-14,4.38E-14,1.92E-27,6.25E-18,-1.92E-27,6
0.000146738,2.15E-08,1.97E-12,1.97E-12,3.89E-24,2.89E-16,-3.89E-24,6
0.000150719,2.27E-08,4.95E-12,4.95E-12,2.45E-23,7.46E-16,-2.45E-23,6
0.000163092,2.66E-08,1.07E-11,1.07E-11,1.15E-22,1.75E-15,-1.15E-22,6
0.000148765,2.21E-08,8.85E-12,8.85E-12,7.84E-23,1.32E-15,-7.84E-23,6
0.000137999,1.90E-08,4.67E-13,4.67E-13,2.18E-25,6.44E-17,-2.18E-25,6
0.000154376,2.38E-08,1.80E-12,1.80E-12,3.25E-24,2.78E-16,-3.25E-24,6
0.000137156,1.88E-08,1.54E-12,1.54E-12,2.36E-24,2.11E-16,-2.36E-24,6
0.000172261,2.97E-08,1.76E-11,1.76E-11,3.10E-22,3.03E-15,-3.10E-22,6
0.000136569,1.87E-08,2.90E-12,2.90E-12,8.39E-24,3.96E-16,-8.39E-24,6
0.000139664,1.95E-08,1.47E-12,1.47E-12,2.15E-24,2.05E-16,-2.15E-24,6
0.00013842,1.92E-08,5.73E-12,5.73E-12,3.28E-23,7.93E-16,-3.28E-23,6
0.000139192,1.94E-08,3.97E-12,3.97E-12,1.58E-23,5.53E-16,-1.58E-23,6
0.000137424,1.89E-08,4.61E-12,4.61E-12,2.13E-23,6.34E-16,-2.13E-23,6
0.000132483,1.76E-08,1.67E-12,1.67E-12,2.79E-24,2.21E-16,-2.79E-24,6
0.000141381,2.00E-08,5.90E-12,5.90E-12,3.48E-23,8.34E-16,-3.48E-23,6
0.000151011,2.28E-08,3.28E-12,3.28E-12,1.08E-23,4.96E-16,-1.08E-23,6
0.000159446,2.54E-08,1.10E-11,1.10E-11,1.22E-22,1.76E-15,-1.22E-22,6
0.000153029,2.34E-08,2.84E-12,2.84E-12,8.05E-24,4.34E-16,-8.05E-24,6
0.000188925,3.57E-08,1.63E-12,1.63E-12,2.67E-24,3.09E-16,-2.67E-24,6
0.000148223,2.20E-08,6.92E-12,6.92E-12,4.79E-23,1.03E-15,-4.79E-23,6
0.000137877,1.90E-08,3.03E-12,3.03E-12,9.17E-24,4.18E-16,-9.17E-24,6
0.000136152,1.85E-08,2.71E-12,2.71E-12,7.35E-24,3.69E-16,-7.35E-24,6
0.000151942,2.31E-08,2.33E-12,2.33E-12,5.44E-24,3.54E-16,-5.44E-24,6
0.000146005,2.13E-08,4.46E-12,4.46E-12,1.99E-23,6.51E-16,-1.99E-23,6
0.000159931,2.56E-08,4.32E-12,4.32E-12,1.86E-23,6.90E-16,-1.86E-23,6
0.000145458,2.12E-08,2.67E-12,2.67E-12,7.11E-24,3.88E-16,-7.11E-24,6
0.000170814,2.92E-08,2.53E-12,2.53E-12,6.42E-24,4.33E-16,-6.42E-24,6
0.000138909,1.93E-08,3.32E-12,3.32E-12,1.10E-23,4.61E-16,-1.10E-23,6
0.000169025,2.86E-08,8.07E-12,8.07E-12,6.51E-23,1.36E-15,-6.51E-23,6
0.00015376,2.36E-08,4.37E-12,4.37E-12,1.91E-23,6.73E-16,-1.91E-23,6
0.000156909,2.46E-08,4.03E-12,4.03E-12,1.63E-23,6.33E-16,-1.63E-23,6
0.000159068,2.53E-08,3.02E-12,3.02E-12,9.10E-24,4.80E-16,-9.10E-24,6
0.000137908,1.90E-08,3.80E-12,3.80E-12,1.44E-23,5.24E-16,-1.44E-23,6
0.000152657,2.33E-08,2.60E-12,2.60E-12,6.74E-24,3.96E-16,-6.74E-24,6
0.000151914,2.31E-08,1.55E-13,1.55E-13,2.41E-26,2.36E-17,-2.41E-26,6
0.000172493,2.98E-08,2.16E-11,2.16E-11,4.65E-22,3.72E-15,-4.65E-22,6
0.000162418,2.64E-08,1.62E-11,1.62E-11,2.62E-22,2.63E-15,-2.62E-22,6
0.000138059,1.91E-08,2.52E-12,2.52E-12,6.33E-24,3.47E-16,-6.33E-24,6
0.000162947,2.66E-08,6.59E-12,6.59E-12,4.34E-23,1.07E-15,-4.34E-23,6
0.000156811,2.46E-08,6.86E-12,6.86E-12,4.71E-23,1.08E-15,-4.71E-23,6
0.000174735,3.05E-08,8.91E-12,8.91E-12,7.93E-23,1.56E-15,-7.93E-23,6
0.000177311,3.14E-08,3.00E-11,3.00E-11,8.99E-22,5.32E-15,-8.99E-22,6
0.000166067,2.76E-08,3.93E-12,3.93E-12,1.55E-23,6.53E-16,-1.55E-23,6
0.000140582,1.98E-08,3.00E-12,3.00E-12,8.99E-24,4.22E-16,-8.99E-24,6
0.000149066,2.22E-08,5.76E-12,5.76E-12,3.32E-23,8.59E-16,-3.32E-23,6
0.000164899,2.72E-08,1.13E-11,1.13E-11,1.27E-22,1.86E-15,-1.27E-22,6
0.00014353,2.06E-08,2.65E-12,2.65E-12,7.01E-24,3.80E-16,-7.01E-24,6
0.000139261,1.94E-08,2.85E-12,2.85E-12,8.14E-24,3.97E-16,-8.14E-24,6
0.000173097,3.00E-08,1.18E-11,1.18E-11,1.38E-22,2.04E-15,-1.38E-22,6
0.000149028,2.22E-08,3.12E-12,3.12E-12,9.74E-24,4.65E-16,-9.74E-24,6
0.000148837,2.22E-08,8.64E-12,8.64E-12,7.47E-23,1.29E-15,-7.47E-23,6
0.000148256,2.20E-08,2.76E-12,2.76E-12,7.63E-24,4.10E-16,-7.63E-24,6
0.000160185,2.57E-08,6.65E-12,6.65E-12,4.42E-23,1.07E-15,-4.42E-23,6
0.000173265,3.00E-08,1.50E-11,1.50E-11,2.25E-22,2.60E-15,-2.25E-22,6
0.000145798,2.13E-08,1.81E-12,1.81E-12,3.28E-24,2.64E-16,-3.28E-24,6
0.000151407,2.29E-08,3.30E-12,3.30E-12,1.09E-23,5.00E-16,-1.09E-23,6
0.000174255,3.04E-08,1.12E-11,1.12E-11,1.26E-22,1.96E-15,-1.26E-22,6
0.00015222,2.32E-08,4.79E-12,4.79E-12,2.29E-23,7.29E-16,-2.29E-23,6
0.00015806,2.50E-08,1.52E-12,1.52E-12,2.32E-24,2.41E-16,-2.32E-24,6
0.00015995,2.56E-08,5.29E-12,5.29E-12,2.80E-23,8.46E-16,-2.80E-23,6
0.000146688,2.15E-08,1.91E-12,1.91E-12,3.66E-24,2.81E-16,-3.66E-24,6
0.000159364,2.54E-08,2.07E-12,2.07E-12,4.29E-24,3.30E-16,-4.29E-24,6
0.000153332,2.35E-08,3.43E-12,3.43E-12,1.18E-23,5.27E-16,-1.18E-23,6
0.000152059,2.31E-08,7.19E-12,7.19E-12,5.17E-23,1.09E-15,-5.17E-23,6
0.000158954,2.53E-08,4.50E-12,4.50E-12,2.02E-23,7.15E-16,-2.02E-23,6
0.000158633,2.52E-08,5.93E-12,5.93E-12,3.52E-23,9.41E-16,-3.52E-23,6
0.000154194,2.38E-08,6.65E-12,6.65E-12,4.43E-23,1.03E-15,-4.43E-23,6
0.000150496,2.26E-08,2.30E-12,2.30E-12,5.31E-24,3.47E-16,-5.31E-24,6
0.000176959,3.13E-08,2.93E-12,2.93E-12,8.60E-24,5.19E-16,-8.60E-24,6
0.000159342,2.54E-08,1.19E-11,1.19E-11,1.41E-22,1.89E-15,-1.41E-22,6
0.000152635,2.33E-08,8.97E-12,8.97E-12,8.05E-23,1.37E-15,-8.05E-23,6
0.00014899,2.22E-08,1.97E-12,1.97E-12,3.88E-24,2.94E-16,-3.88E-24,6
0.000170664,2.91E-08,8.10E-12,8.10E-12,6.57E-23,1.38E-15,-6.57E-23,6
0.000158091,2.50E-08,1.11E-11,1.11E-11,1.22E-22,1.75E-15,-1.22E-22,6
0.000161938,2.62E-08,4.45E-12,4.45E-12,1.98E-23,7.21E-16,-1.98E-23,6
0.000157286,2.47E-08,1.27E-11,1.27E-11,1.62E-22,2.00E-15,-1.62E-22,6
0.000157509,2.48E-08,1.82E-12,1.82E-12,3.33E-24,2.87E-16,-3.33E-24,6
0.000148503,2.21E-08,2.69E-12,2.69E-12,7.25E-24,4.00E-16,-7.25E-24,6
0.000174938,3.06E-08,4.02E-12,4.02E-12,1.61E-23,7.03E-16,-1.61E-23,6
0.000147014,2.16E-08,8.75E-13,8.75E-13,7.65E-25,1.29E-16,-7.65E-25,6
0.000149356,2.23E-08,3.47E-12,3.47E-12,1.21E-23,5.19E-16,-1.21E-23,6
0.000185555,3.44E-08,8.75E-12,8.75E-12,7.65E-23,1.62E-15,-7.65E-23,6
0.000159168,2.53E-08,7.61E-12,7.61E-12,5.80E-23,1.21E-15,-5.80E-23,6
0.000132853,1.76E-08,1.48E-12,1.48E-12,2.18E-24,1.96E-16,-2.18E-24,6
0.000143917,2.07E-08,7.48E-12,7.48E-12,5.60E-23,1.08E-15,-5.60E-23,6
0.000132626,1.76E-08,2.99E-13,2.99E-13,8.95E-26,3.97E-17,-8.95E-26,6
0.000157427,2.48E-08,6.20E-12,6.20E-12,3.84E-23,9.75E-16,-3.84E-23,6
0.000167145,2.79E-08,2.18E-11,2.18E-11,4.77E-22,3.65E-15,-4.77E-22,6
0.000167782,2.82E-08,8.89E-12,8.89E-12,7.90E-23,1.49E-15,-7.90E-23,6
0.000144019,2.07E-08,3.80E-13,3.80E-13,1.45E-25,5.48E-17,-1.45E-25,6
0.00017194,2.96E-08,2.61E-11,2.61E-11,6.84E-22,4.50E-15,-6.84E-22,6
0.000162036,2.63E-08,1.10E-11,1.10E-11,1.21E-22,1.78E-15,-1.21E-22,6
0.000152465,2.32E-08,2.64E-12,2.64E-12,6.98E-24,4.03E-16,-6.98E-24,6
0.000134975,1.82E-08,9.68E-13,9.68E-13,9.36E-25,1.31E-16,-9.36E-25,6
0.000154747,2.39E-08,3.71E-12,3.71E-12,1.37E-23,5.74E-16,-1.37E-23,6
0.000146755,2.15E-08,4.14E-12,4.14E-12,1.72E-23,6.08E-16,-1.72E-23,6
0.000162213,2.63E-08,5.04E-12,5.04E-12,2.54E-23,8.17E-16,-2.54E-23,6
0.000132756,1.76E-08,1.27E-12,1.27E-12,1.61E-24,1.68E-16,-1.61E-24,6
0.000189398,3.59E-08,2.85E-11,2.85E-11,8.13E-22,5.40E-15,-8.13E-22,6
0.00015059,2.27E-08,8.96E-12,8.96E-12,8.03E-23,1.35E-15,-8.03E-23,6
0.000141544,2.00E-08,3.47E-12,3.47E-12,1.20E-23,4.91E-16,-1.20E-23,6
0.000130702,1.71E-08,1.17E-12,1.17E-12,1.37E-24,1.53E-16,-1.37E-24,6
0.000167384,2.80E-08,1.92E-12,1.92E-12,3.68E-24,3.21E-16,-3.68E-24,6
0.000150979,2.28E-08,4.43E-12,4.43E-12,1.96E-23,6.69E-16,-1.96E-23,6
0.000176042,3.10E-08,7.11E-12,7.11E-12,5.06E-23,1.25E-15,-5.06E-23,6
0.000128877,1.66E-08,2.06E-12,2.06E-12,4.25E-24,2.66E-16,-4.25E-24,6
0.000174966,3.06E-08,2.26E-11,2.26E-11,5.11E-22,3.95E-15,-5.11E-22,6
0.000171421,2.94E-08,6.63E-12,6.63E-12,4.40E-23,1.14E-15,-4.40E-23,6
0.000144074,2.08E-08,2.80E-12,2.80E-12,7.82E-24,4.03E-16,-7.82E-24,6
0.000129473,1.68E-08,4.70E-13,4.70E-13,2.21E-25,6.09E-17,-2.21E-25,6
0.00014501,2.10E-08,2.90E-12,2.90E-12,8.41E-24,4.20E-16,-8.41E-24,6
0.00015992,2.56E-08,4.91E-12,4.91E-12,2.41E-23,7.85E-16,-2.41E-23,6
0.000155108,2.41E-08,7.81E-12,7.81E-12,6.10E-23,1.21E-15,-6.10E-23,6
0.000195329,3.82E-08,7.89E-12,7.89E-12,6.23E-23,1.54E-15,-6.23E-23,6
0.000183323,3.36E-08,1.38E-11,1.38E-11,1.90E-22,2.53E-15,-1.90E-22,6
0.000139611,1.95E-08,3.74E-12,3.74E-12,1.40E-23,5.22E-16,-1.40E-23,6
0.000155839,2.43E-08,6.50E-12,6.50E-12,4.22E-23,1.01E-15,-4.22E-23,6
0.000168189,2.83E-08,5.09E-12,5.09E-12,2.59E-23,8.57E-16,-2.59E-23,6
0.000139378,1.94E-08,2.05E-12,2.05E-12,4.19E-24,2.85E-16,-4.19E-24,6
0.000155382,2.41E-08,1.04E-11,1.04E-11,1.07E-22,1.61E-15,-1.07E-22,6
0.000141662,2.01E-08,4.10E-13,4.10E-13,1.68E-25,5.81E-17,-1.68E-25,6
0.000164378,2.70E-08,6.54E-12,6.54E-12,4.28E-23,1.07E-15,-4.28E-23,6
0.000152936,2.34E-08,6.56E-12,6.56E-12,4.31E-23,1.00E-15,-4.31E-23,6
0.000156743,2.46E-08,8.20E-12,8.20E-12,6.73E-23,1.29E-15,-6.73E-23,6
0.000148664,2.21E-08,7.52E-12,7.52E-12,5.66E-23,1.12E-15,-5.66E-23,6
0.000161299,2.60E-08,4.32E-12,4.32E-12,1.87E-23,6.97E-16,-1.87E-23,6
0.000153776,2.36E-08,4.62E-12,4.62E-12,2.13E-23,7.10E-16,-2.13E-23,6
0.000189305,3.58E-08,6.46E-12,6.46E-12,4.17E-23,1.22E-15,-4.17E-23,6
0.000131935,1.74E-08,1.57E-12,1.57E-12,2.48E-24,2.08E-16,-2.48E-24,6
0.000167391,2.80E-08,2.27E-12,2.27E-12,5.15E-24,3.80E-16,-5.15E-24,6
0.000125497,1.57E-08,6.79E-13,6.79E-13,4.60E-25,8.52E-17,-4.60E-25,6
0.000144415,2.09E-08,1.10E-12,1.10E-12,1.22E-24,1.59E-16,-1.22E-24,6
0.000140471,1.97E-08,1.19E-12,1.19E-12,1.41E-24,1.67E-16,-1.41E-24,6
0.00014346,2.06E-08,2.36E-12,2.36E-12,5.59E-24,3.39E-16,-5.59E-24,6
0.000138178,1.91E-08,3.32E-12,3.32E-12,1.10E-23,4.58E-16,-1.10E-23,6
0.00016903,2.86E-08,8.51E-12,8.51E-12,7.24E-23,1.44E-15,-7.24E-23,6
0.00012987,1.69E-08,1.09E-12,1.09E-12,1.20E-24,1.42E-16,-1.20E-24,6
0.000170369,2.90E-08,7.10E-12,7.10E-12,5.04E-23,1.21E-15,-5.04E-23,6
0.000168935,2.85E-08,3.03E-11,3.03E-11,9.15E-22,5.11E-15,-9.15E-22,6
0.00013841,1.92E-08,1.89E-12,1.89E-12,3.59E-24,2.62E-16,-3.59E-24,6
0.000178944,3.20E-08,7.43E-12,7.43E-12,5.52E-23,1.33E-15,-5.52E-23,6
0.00018839,3.55E-08,1.09E-11,1.09E-11,1.20E-22,2.06E-15,-1.20E-22,6
0.000150052,2.25E-08,5.39E-12,5.39E-12,2.90E-23,8.09E-16,-2.90E-23,6
0.000148134,2.19E-08,1.01E-12,1.01E-12,1.01E-24,1.49E-16,-1.01E-24,6
0.000150555,2.27E-08,6.25E-12,6.25E-12,3.91E-23,9.42E-16,-3.91E-23,6
0.00014507,2.10E-08,3.68E-12,3.68E-12,1.36E-23,5.34E-16,-1.36E-23,6
0.00014379,2.07E-08,2.44E-12,2.44E-12,5.96E-24,3.51E-16,-5.96E-24,6
0.000156098,2.44E-08,9.98E-12,9.98E-12,9.96E-23,1.56E-15,-9.96E-23,6
0.000149738,2.24E-08,6.25E-12,6.25E-12,3.91E-23,9.36E-16,-3.91E-23,6
0.000155799,2.43E-08,3.01E-12,3.01E-12,9.09E-24,4.70E-16,-9.09E-24,6
0.000167323,2.80E-08,7.78E-13,7.78E-13,6.05E-25,1.30E-16,-6.05E-25,6
0.000149634,2.24E-08,3.08E-12,3.08E-12,9.49E-24,4.61E-16,-9.49E-24,6
0.000152949,2.34E-08,4.41E-12,4.41E-12,1.95E-23,6.75E-16,-1.95E-23,6
0.000137493,1.89E-08,2.32E-12,2.32E-12,5.40E-24,3.20E-16,-5.40E-24,6
0.000189712,3.60E-08,1.02E-11,1.02E-11,1.04E-22,1.93E-15,-1.04E-22,6
0.000165953,2.75E-08,1.31E-11,1.31E-11,1.72E-22,2.18E-15,-1.72E-22,6
0.000151581,2.30E-08,4.06E-12,4.06E-12,1.65E-23,6.16E-16,-1.65E-23,6
0.000136418,1.86E-08,1.25E-12,1.25E-12,1.56E-24,1.70E-16,-1.56E-24,6
0.000168807,2.85E-08,1.34E-11,1.34E-11,1.78E-22,2.25E-15,-1.78E-22,6
0.000175511,3.08E-08,1.73E-11,1.73E-11,2.98E-22,3.03E-15,-2.98E-22,6
0.000140978,1.99E-08,3.07E-12,3.07E-12,9.41E-24,4.32E-16,-9.41E-24,6
0.000188456,3.55E-08,2.65E-11,2.65E-11,7.00E-22,4.99E-15,-7.00E-22,6
0.000173814,3.02E-08,3.18E-12,3.18E-12,1.01E-23,5.52E-16,-1.01E-23,6
0.000137336,1.89E-08,9.98E-13,9.98E-13,9.95E-25,1.37E-16,-9.95E-25,6
0.000146141,2.14E-08,2.05E-12,2.05E-12,4.20E-24,2.99E-16,-4.20E-24,6
0.000177176,3.14E-08,1.63E-11,1.63E-11,2.65E-22,2.88E-15,-2.65E-22,6
0.000168784,2.85E-08,3.39E-12,3.39E-12,1.15E-23,5.73E-16,-1.15E-23,6
0.000155652,2.42E-08,3.18E-12,3.18E-12,1.01E-23,4.96E-16,-1.01E-23,6
0.000149622,2.24E-08,1.50E-12,1.50E-12,2.24E-24,2.24E-16,-2.24E-24,6
0.000148093,2.19E-08,1.95E-12,1.95E-12,3.82E-24,2.89E-16,-3.82E-24,6
0.000157809,2.49E-08,3.19E-12,3.19E-12,1.02E-23,5.04E-16,-1.02E-23,6
0.000163637,2.68E-08,3.92E-12,3.92E-12,1.54E-23,6.42E-16,-1.54E-23,6
0.000155568,2.42E-08,7.45E-12,7.45E-12,5.54E-23,1.16E-15,-5.54E-23,6
0.000146596,2.15E-08,4.46E-12,4.46E-12,1.99E-23,6.53E-16,-1.99E-23,6
0.000150853,2.28E-08,7.89E-12,7.89E-12,6.23E-23,1.19E-15,-6.23E-23,6
0.000157432,2.48E-08,8.60E-12,8.60E-12,7.39E-23,1.35E-15,-7.39E-23,6
0.000161186,2.60E-08,1.17E-11,1.17E-11,1.36E-22,1.88E-15,-1.36E-22,6
0.000145185,2.11E-08,1.51E-12,1.51E-12,2.29E-24,2.20E-16,-2.29E-24,6
0.000155192,2.41E-08,6.50E-12,6.50E-12,4.23E-23,1.01E-15,-4.23E-23,6
0.000153064,2.34E-08,3.49E-12,3.49E-12,1.22E-23,5.35E-16,-1.22E-23,6
0.000172073,2.96E-08,6.98E-12,6.98E-12,4.87E-23,1.20E-15,-4.87E-23,6
0.000144734,2.09E-08,4.65E-12,4.65E-12,2.16E-23,6.73E-16,-2.16E-23,6
0.000132473,1.75E-08,8.91E-13,8.91E-13,7.93E-25,1.18E-16,-7.93E-25,6
0.000168664,2.84E-08,8.94E-12,8.94E-12,7.99E-23,1.51E-15,-7.99E-23,6
0.000152914,2.34E-08,2.71E-12,2.71E-12,7.35E-24,4.15E-16,-7.35E-24,6
0.000151541,2.30E-08,8.44E-12,8.44E-12,7.12E-23,1.28E-15,-7.12E-23,6
0.000133527,1.78E-08,7.81E-13,7.81E-13,6.10E-25,1.04E-16,-6.10E-25,6
0.0001445,2.09E-08,7.76E-13,7.76E-13,6.02E-25,1.12E-16,-6.02E-25,6
0.000149982,2.25E-08,4.65E-12,4.65E-12,2.16E-23,6.97E-16,-2.16E-23,6
0.000168688,2.85E-08,9.12E-12,9.12E-12,8.32E-23,1.54E-15,-8.32E-23,6
0.000137686,1.90E-08,3.16E-12,3.16E-12,9.96E-24,4.35E-16,-9.96E-24,6
0.000148447,2.20E-08,4.98E-12,4.98E-12,2.48E-23,7.39E-16,-2.48E-23,6
0.000145217,2.11E-08,2.32E-12,2.32E-12,5.38E-24,3.37E-16,-5.38E-24,6
0.000154709,2.39E-08,4.70E-12,4.70E-12,2.21E-23,7.28E-16,-2.21E-23,6
0.000138545,1.92E-08,5.04E-13,5.04E-13,2.54E-25,6.99E-17,-2.54E-25,6
0.000139273,1.94E-08,1.06E-12,1.06E-12,1.13E-24,1.48E-16,-1.13E-24,6
0.00019526,3.81E-08,8.15E-12,8.15E-12,6.64E-23,1.59E-15,-6.64E-23,6
0.0001366,1.87E-08,1.21E-12,1.21E-12,1.47E-24,1.65E-16,-1.47E-24,6
0.00017449,3.04E-08,2.21E-11,2.21E-11,4.89E-22,3.86E-15,-4.89E-22,6
0.00015982,2.55E-08,4.67E-12,4.67E-12,2.18E-23,7.46E-16,-2.18E-23,6
0.000160079,2.56E-08,2.24E-12,2.24E-12,5.01E-24,3.58E-16,-5.01E-24,6
0.000150675,2.27E-08,1.09E-11,1.09E-11,1.19E-22,1.64E-15,-1.19E-22,6
0.00015264,2.33E-08,3.23E-12,3.23E-12,1.04E-23,4.93E-16,-1.04E-23,6
0.000156801,2.46E-08,2.85E-12,2.85E-12,8.10E-24,4.46E-16,-8.10E-24,6
0.000149359,2.23E-08,3.71E-12,3.71E-12,1.38E-23,5.55E-16,-1.38E-23,6
0.000168247,2.83E-08,4.40E-12,4.40E-12,1.94E-23,7.41E-16,-1.94E-23,6
0.000160197,2.57E-08,3.15E-12,3.15E-12,9.90E-24,5.04E-16,-9.90E-24,6
0.000132262,1.75E-08,2.08E-13,2.08E-13,4.31E-26,2.74E-17,-4.31E-26,6
0.000162927,2.65E-08,8.75E-12,8.75E-12,7.66E-23,1.43E-15,-7.66E-23,6
0.000143953,2.07E-08,2.12E-12,2.12E-12,4.50E-24,3.05E-16,-4.50E-24,6
0.000144111,2.08E-08,1.67E-12,1.67E-12,2.78E-24,2.40E-16,-2.78E-24,6
0.000147973,2.19E-08,4.74E-12,4.74E-12,2.25E-23,7.01E-16,-2.25E-23,6
0.000135724,1.84E-08,6.71E-13,6.71E-13,4.50E-25,9.11E-17,-4.50E-25,6
0.000135159,1.83E-08,3.12E-12,3.12E-12,9.74E-24,4.22E-16,-9.74E-24,6
0.000153488,2.36E-08,1.01E-11,1.01E-11,1.01E-22,1.55E-15,-1.01E-22,6
0.000154797,2.40E-08,5.72E-12,5.72E-12,3.27E-23,8.85E-16,-3.27E-23,6
0.000155512,2.42E-08,3.98E-12,3.98E-12,1.59E-23,6.19E-16,-1.59E-23,6
0.000152055,2.31E-08,5.81E-12,5.81E-12,3.37E-23,8.83E-16,-3.37E-23,6
0.000147482,2.18E-08,4.21E-12,4.21E-12,1.77E-23,6.21E-16,-1.77E-23,6
0.00015531,2.41E-08,3.27E-12,3.27E-12,1.07E-23,5.08E-16,-1.07E-23,6
0.000160973,2.59E-08,4.82E-12,4.82E-12,2.33E-23,7.76E-16,-2.33E-23,6
0.000144032,2.07E-08,6.11E-12,6.11E-12,3.73E-23,8.79E-16,-3.73E-23,6
0.000163746,2.68E-08,1.77E-11,1.77E-11,3.13E-22,2.90E-15,-3.13E-22,6
0.000157715,2.49E-08,2.27E-13,2.27E-13,5.17E-26,3.59E-17,-5.17E-26,6
0.000171205,2.93E-08,1.33E-11,1.33E-11,1.78E-22,2.28E-15,-1.78E-22,6
0.00013745,1.89E-08,9.38E-13,9.38E-13,8.79E-25,1.29E-16,-8.79E-25,6
0.000142418,2.03E-08,3.55E-12,3.55E-12,1.26E-23,5.05E-16,-1.26E-23,6
0.000132507,1.76E-08,8.49E-13,8.49E-13,7.21E-25,1.13E-16,-7.21E-25,6
0.000141794,2.01E-08,5.89E-12,5.89E-12,3.47E-23,8.35E-16,-3.47E-23,6
0.000153656,2.36E-08,2.28E-12,2.28E-12,5.19E-24,3.50E-16,-5.19E-24,6
0.000162159,2.63E-08,1.65E-11,1.65E-11,2.72E-22,2.68E-15,-2.72E-22,6
0.000147678,2.18E-08,1.87E-12,1.87E-12,3.50E-24,2.76E-16,-3.50E-24,6
0.000151929,2.31E-08,3.93E-12,3.93E-12,1.55E-23,5.97E-16,-1.55E-23,6
0.000150892,2.28E-08,7.96E-12,7.96E-12,6.34E-23,1.20E-15,-6.34E-23,6
0.000146919,2.16E-08,9.43E-12,9.43E-12,8.90E-23,1.39E-15,-8.90E-23,6
0.000154874,2.40E-08,1.92E-12,1.92E-12,3.67E-24,2.97E-16,-3.67E-24,6
0.000149844,2.25E-08,5.28E-12,5.28E-12,2.78E-23,7.91E-16,-2.78E-23,6
0.000147613,2.18E-08,1.91E-12,1.91E-12,3.63E-24,2.81E-16,-3.63E-24,6
0.000148304,2.20E-08,6.99E-12,6.99E-12,4.89E-23,1.04E-15,-4.89E-23,6
0.000161462,2.61E-08,4.52E-12,4.52E-12,2.04E-23,7.29E-16,-2.04E-23,6
0.000147685,2.18E-08,9.42E-12,9.42E-12,8.87E-23,1.39E-15,-8.87E-23,6
0.000138704,1.92E-08,1.02E-12,1.02E-12,1.04E-24,1.42E-16,-1.04E-24,6
0.000163716,2.68E-08,4.78E-12,4.78E-12,2.28E-23,7.82E-16,-2.28E-23,6
0.000133396,1.78E-08,1.24E-12,1.24E-12,1.53E-24,1.65E-16,-1.53E-24,6
0.000147826,2.19E-08,6.03E-12,6.03E-12,3.64E-23,8.92E-16,-3.64E-23,6
